Date,Open,High,Low,Close,Adj Close,Volume
2020-12-28,837.5999755859375,839.0,825.2000122070312,830.1500244140625,830.1500244140625,4810932
2020-12-29,830.1500244140625,835.75,817.5,827.9500122070312,827.9500122070312,3311293
2020-12-30,830.0,830.0,816.0499877929688,823.7999877929688,823.7999877929688,2715404
2020-12-31,824.0,833.3499755859375,816.4000244140625,819.9500122070312,819.9500122070312,4842886
2021-01-01,822.7999877929688,828.9500122070312,820.6500244140625,826.5999755859375,826.5999755859375,2474916
2021-01-04,831.0,837.2999877929688,826.5499877929688,832.25,832.25,3487801
2021-01-05,832.25,843.75,825.2999877929688,827.25,827.25,4559213
2021-01-06,829.0,834.4000244140625,815.25,824.7999877929688,824.7999877929688,3318460
2021-01-07,830.0,830.4500122070312,818.0,826.5499877929688,826.5499877929688,2879675
2021-01-08,830.7000122070312,846.2000122070312,827.4000244140625,838.7000122070312,838.7000122070312,5072916
2021-01-11,839.0,860.0,832.75,856.8499755859375,856.8499755859375,5332109
2021-01-12,860.0,864.5999755859375,841.0,843.1500244140625,843.1500244140625,4338010
2021-01-13,847.3499755859375,852.0,832.5,841.7000122070312,841.7000122070312,3596529
2021-01-14,841.7000122070312,847.5499877929688,829.0,840.9000244140625,840.9000244140625,3652930
2021-01-15,839.0,844.9000244140625,821.0,823.7000122070312,823.7000122070312,3137877
2021-01-18,822.0,826.6500244140625,796.2000122070312,801.75,801.75,3742440
2021-01-19,802.5,825.4000244140625,802.5,822.4500122070312,822.4500122070312,3791378
2021-01-20,822.5,834.9000244140625,822.2999877929688,832.7999877929688,832.7999877929688,3056546
2021-01-21,835.0,839.2999877929688,809.0,812.75,812.75,3326213
2021-01-22,815.7999877929688,822.5,798.25,808.2999877929688,808.2999877929688,3883231
2021-01-25,813.0,857.0,808.25,836.7999877929688,836.7999877929688,10704200
2021-01-27,839.9000244140625,856.4500122070312,825.2000122070312,842.5,842.5,7410174
2021-01-28,835.5,848.8499755859375,825.7000122070312,841.9000244140625,841.9000244140625,4489853
2021-01-29,847.9500122070312,850.8499755859375,820.75,825.9000244140625,825.9000244140625,7185812
2021-02-01,815.0,831.0,779.9500122070312,806.4000244140625,806.4000244140625,13856367
2021-02-02,807.0,826.3499755859375,801.5,821.5999755859375,821.5999755859375,8486828
2021-02-03,826.0,878.9000244140625,824.2000122070312,849.25,849.25,15674616
2021-02-04,847.5499877929688,856.5,832.5999755859375,834.4500122070312,834.4500122070312,4639606
2021-02-05,839.5999755859375,854.9000244140625,830.5,847.7000122070312,847.7000122070312,7381183
2021-02-08,852.0,859.25,841.0499877929688,847.25,847.25,4244906
2021-02-09,848.0,856.8499755859375,839.0,841.75,841.75,4200281
2021-02-10,847.5999755859375,867.0,841.0,863.4000244140625,863.4000244140625,5665209
