Date,Open,High,Low,Close,Adj Close,Volume
2020-12-28,520.0999755859375,527.0,516.5999755859375,521.5999755859375,521.5999755859375,12882390
2020-12-29,523.0,524.9500122070312,515.0999755859375,520.25,520.25,11246474
2020-12-30,523.4000244140625,523.4000244140625,513.2999877929688,516.1500244140625,516.1500244140625,10494434
2020-12-31,517.0999755859375,518.4500122070312,506.29998779296875,509.70001220703125,509.70001220703125,15524994
2021-01-01,512.25,516.4000244140625,508.20001220703125,515.1500244140625,515.1500244140625,10185843
2021-01-04,517.0,520.5,511.6000061035156,517.0999755859375,517.0999755859375,13240524
2021-01-05,514.0,516.9000244140625,511.1000061035156,514.0,514.0,10492428
2021-01-06,515.0,531.75,513.0999755859375,525.2999877929688,525.2999877929688,30269288
2021-01-07,532.0,554.4500122070312,527.0999755859375,545.25,545.25,38717913
2021-01-08,549.2999877929688,549.75,537.2999877929688,540.25,540.25,14270435
2021-01-11,541.5,554.3499755859375,541.5,547.1500244140625,547.1500244140625,19525604
2021-01-12,549.0,569.0,545.0,565.75,565.75,25380555
2021-01-13,588.0,601.7000122070312,567.0,578.25,578.25,83668562
2021-01-14,582.7000122070312,584.7999877929688,570.0499877929688,580.5499877929688,580.5499877929688,16661518
2021-01-15,609.5499877929688,610.6500244140625,593.7999877929688,602.6500244140625,602.6500244140625,56392307
2021-01-18,602.6500244140625,603.0,584.0,586.9500122070312,586.9500122070312,20965905
2021-01-19,591.0999755859375,597.4500122070312,586.5,592.2999877929688,592.2999877929688,10830923
2021-01-20,592.2999877929688,602.5,589.0,596.1500244140625,596.1500244140625,13087294
2021-01-21,600.25,604.0499877929688,574.4000244140625,581.3499755859375,581.3499755859375,17060331
2021-01-22,583.9000244140625,585.5499877929688,572.75,576.8499755859375,576.8499755859375,12429589
2021-01-25,579.0,587.8499755859375,569.5499877929688,580.75,580.75,12273498
2021-01-27,580.0,581.75,562.3499755859375,570.7999877929688,570.7999877929688,15280757
2021-01-28,566.5,575.8499755859375,562.75,570.9000244140625,570.9000244140625,14921448
2021-01-29,578.5,578.5,550.5999755859375,553.5999755859375,553.5999755859375,25051621
2021-02-01,559.0,581.0999755859375,549.2000122070312,579.1500244140625,579.1500244140625,13951025
2021-02-02,584.9000244140625,605.6500244140625,579.25,599.3499755859375,599.3499755859375,21311866
2021-02-03,609.4000244140625,622.5,599.4500122070312,608.8499755859375,608.8499755859375,30076561
2021-02-04,614.9000244140625,623.0,595.6500244140625,600.5999755859375,600.5999755859375,51018799
2021-02-05,603.7999877929688,605.9000244140625,576.25,581.0999755859375,581.0999755859375,34811620
2021-02-08,589.0,603.6500244140625,584.7000122070312,597.2999877929688,597.2999877929688,21247165
2021-02-09,598.9000244140625,607.75,595.0,598.9500122070312,598.9500122070312,20541765
2021-02-10,604.9500122070312,607.75,580.25,590.2000122070312,590.2000122070312,31059522
